CALENDAR_C;HOLIDAY_D;GLOBAL_F
GBP       ;2022-01-03;0
GBP       ;2022-04-15;0
GBP       ;2022-04-18;0
GBP       ;2022-05-02;0
GBP       ;2022-05-30;0
GBP       ;2022-08-29;0
GBP       ;2022-12-26;0
GBP       ;2022-12-27;0
GBP       ;2023-01-02;0
GBP       ;2023-04-07;0
GBP       ;2023-04-10;0
GBP       ;2023-05-01;0
GBP       ;2023-05-29;0
GBP       ;2023-08-28;0
GBP       ;2023-12-25;0
GBP       ;2023-12-26;0
GBP       ;2024-01-01;0
GBP       ;2024-03-29;0
GBP       ;2024-04-01;0
GBP       ;2024-05-06;0
GBP       ;2024-05-27;0
GBP       ;2024-08-26;0
GBP       ;2024-12-25;0
GBP       ;2024-12-26;0
AUD       ;2009-01-01;0
AUD       ;2009-01-26;0
AUD       ;2009-04-10;0
AUD       ;2009-04-11;0
AUD       ;2009-04-13;0
AUD       ;2009-04-25;0
AUD       ;2009-06-08;0
AUD       ;2009-08-03;0
AUD       ;2009-10-05;0
AUD       ;2009-12-25;0
AUD       ;2009-12-26;0
AUD       ;2009-12-28;0
AUD       ;2010-01-01;0
AUD       ;2010-01-26;0
AUD       ;2010-04-02;0
AUD       ;2010-04-03;0
AUD       ;2010-04-05;0
AUD       ;2010-04-26;0
AUD       ;2010-06-14;0
AUD       ;2010-08-02;0
AUD       ;2010-10-04;0
AUD       ;2010-12-25;0
AUD       ;2010-12-27;0
AUD       ;2010-12-28;0
AUD       ;2011-01-01;0
AUD       ;2011-01-03;0
AUD       ;2011-01-26;0
AUD       ;2011-04-22;0
AUD       ;2011-04-25;0
AUD       ;2011-04-26;0
AUD       ;2011-06-13;0
AUD       ;2011-08-01;0
AUD       ;2011-10-03;0
AUD       ;2011-12-26;0
AUD       ;2011-12-27;0
AUD       ;2012-01-01;0
AUD       ;2012-01-02;0
AUD       ;2012-01-26;0
AUD       ;2012-04-06;0
AUD       ;2012-04-07;0
AUD       ;2012-04-09;0
AUD       ;2012-04-25;0
AUD       ;2012-06-11;0
AUD       ;2012-08-06;0
AUD       ;2012-10-01;0
AUD       ;2012-12-25;0
AUD       ;2012-12-26;0
AUD       ;2013-01-01;0
AUD       ;2013-01-28;0
AUD       ;2013-03-29;0
AUD       ;2013-03-30;0
AUD       ;2013-04-01;0
AUD       ;2013-04-25;0
AUD       ;2013-06-10;0
AUD       ;2013-08-05;0
AUD       ;2013-10-07;0
AUD       ;2013-12-25;0
AUD       ;2013-12-26;0
AUD       ;2014-01-01;0
AUD       ;2014-01-27;0
AUD       ;2014-04-18;0
AUD       ;2014-04-21;0
AUD       ;2014-04-25;0
AUD       ;2014-06-09;0
AUD       ;2014-08-04;0
AUD       ;2014-10-06;0
AUD       ;2014-12-25;0
AUD       ;2014-12-26;0
AUD       ;2015-01-01;0
AUD       ;2015-01-26;0
AUD       ;2015-04-03;0
AUD       ;2015-04-06;0
AUD       ;2015-06-08;0
AUD       ;2015-08-03;0
AUD       ;2015-10-05;0
AUD       ;2015-12-25;0
AUD       ;2015-12-28;0
AUD       ;2016-01-01;0
AUD       ;2016-01-26;0
AUD       ;2016-03-25;0
AUD       ;2016-03-28;0
AUD       ;2016-04-25;0
AUD       ;2016-06-13;0
AUD       ;2016-08-01;0
AUD       ;2016-10-03;0
AUD       ;2016-12-26;0
AUD       ;2016-12-27;0
AUD       ;2017-01-02;0
AUD       ;2017-01-26;0
AUD       ;2017-04-14;0
AUD       ;2017-04-17;0
AUD       ;2017-04-25;0
AUD       ;2017-06-12;0
AUD       ;2017-08-07;0
AUD       ;2017-10-02;0
AUD       ;2017-12-25;0
AUD       ;2017-12-26;0
AUD       ;2018-01-01;0
AUD       ;2018-01-26;0
AUD       ;2018-03-30;0
AUD       ;2018-04-02;0
AUD       ;2018-04-25;0
AUD       ;2018-06-11;0
AUD       ;2018-08-06;0
AUD       ;2018-10-01;0
AUD       ;2018-12-25;0
AUD       ;2018-12-26;0
AUD       ;2019-01-01;0
AUD       ;2019-01-28;0
AUD       ;2019-04-19;0
AUD       ;2019-04-22;0
AUD       ;2019-04-25;0
AUD       ;2019-06-10;0
AUD       ;2019-08-05;0
AUD       ;2019-10-07;0
AUD       ;2019-12-25;0
AUD       ;2019-12-26;0
AUD       ;2020-01-01;0
AUD       ;2020-01-27;0
AUD       ;2020-04-10;0
AUD       ;2020-04-13;0
AUD       ;2020-06-08;0
AUD       ;2020-08-03;0
AUD       ;2020-10-05;0
AUD       ;2020-12-25;0
AUD       ;2020-12-28;0
AUD       ;2021-01-01;0
AUD       ;2021-01-26;0
AUD       ;2021-04-02;0
AUD       ;2021-04-05;0
AUD       ;2021-06-14;0
AUD       ;2021-08-02;0
AUD       ;2021-10-04;0
AUD       ;2021-12-27;0
AUD       ;2021-12-28;0
AUD       ;2022-01-03;0
AUD       ;2022-01-26;0
AUD       ;2022-04-15;0
AUD       ;2022-04-16;0
AUD       ;2022-04-18;0
AUD       ;2022-04-25;0
AUD       ;2022-06-13;0
AUD       ;2022-08-01;0
AUD       ;2022-10-03;0
AUD       ;2022-12-26;0
AUD       ;2022-12-27;0
AUD       ;2023-01-02;0
AUD       ;2023-01-26;0
AUD       ;2023-04-07;0
AUD       ;2023-04-08;0
AUD       ;2023-04-10;0
AUD       ;2023-04-25;0
AUD       ;2023-06-12;0
AUD       ;2023-08-07;0
AUD       ;2023-10-02;0
AUD       ;2023-12-25;0
AUD       ;2023-12-26;0
AUD       ;2024-01-01;0
AUD       ;2024-01-26;0
AUD       ;2024-03-29;0
AUD       ;2024-04-01;0
AUD       ;2024-04-25;0
AUD       ;2024-06-10;0
AUD       ;2024-08-05;0
AUD       ;2024-10-07;0
AUD       ;2024-12-25;0
AUD       ;2024-12-26;0
CAD       ;2009-01-01;0
CAD       ;2009-04-10;0
CAD       ;2009-05-18;0
CAD       ;2009-07-01;0
CAD       ;2009-09-07;0
CAD       ;2009-10-12;0
CAD       ;2009-11-11;0
CAD       ;2009-12-25;0
CAD       ;2009-12-28;0
CAD       ;2010-01-01;0
CAD       ;2010-04-02;0
CAD       ;2010-05-24;0
CAD       ;2010-07-01;0
CAD       ;2010-09-06;0
CAD       ;2010-10-11;0
CAD       ;2010-11-11;0
CAD       ;2010-12-27;0
CAD       ;2010-12-28;0
CAD       ;2011-01-01;0
CAD       ;2011-01-03;0
CAD       ;2011-04-22;0
CAD       ;2011-05-23;0
CAD       ;2011-07-01;0
CAD       ;2011-09-05;0
CAD       ;2011-10-10;0
CAD       ;2011-11-11;0
CAD       ;2011-12-26;0
CAD       ;2011-12-27;0
CAD       ;2012-01-02;0
CAD       ;2012-04-06;0
CAD       ;2012-05-21;0
CAD       ;2012-07-02;0
CAD       ;2012-09-03;0
CAD       ;2012-10-08;0
CAD       ;2012-11-12;0
CAD       ;2012-12-25;0
CAD       ;2012-12-26;0
CAD       ;2013-01-01;0
CAD       ;2013-03-29;0
CAD       ;2013-05-20;0
CAD       ;2013-07-01;0
CAD       ;2013-09-02;0
CAD       ;2013-10-14;0
CAD       ;2013-11-11;0
CAD       ;2013-12-25;0
CAD       ;2013-12-26;0
CAD       ;2014-01-01;0
CAD       ;2014-04-18;0
CAD       ;2014-05-19;0
CAD       ;2014-07-01;0
CAD       ;2014-09-01;0
CAD       ;2014-10-13;0
CAD       ;2014-11-11;0
CAD       ;2014-12-25;0
CAD       ;2014-12-26;0
CAD       ;2015-01-01;0
CAD       ;2015-04-03;0
CAD       ;2015-05-18;0
CAD       ;2015-07-01;0
CAD       ;2015-09-07;0
CAD       ;2015-10-12;0
CAD       ;2015-11-11;0
CAD       ;2015-12-25;0
CAD       ;2015-12-28;0
CAD       ;2016-01-01;0
CAD       ;2016-03-25;0
CAD       ;2016-05-23;0
CAD       ;2016-07-01;0
CAD       ;2016-09-05;0
CAD       ;2016-10-10;0
CAD       ;2016-11-11;0
CAD       ;2016-12-26;0
CAD       ;2016-12-27;0
CAD       ;2017-01-02;0
CAD       ;2017-02-20;0
CAD       ;2017-04-14;0
CAD       ;2017-05-22;0
CAD       ;2017-07-03;0
CAD       ;2017-08-07;0
CAD       ;2017-09-04;0
CAD       ;2017-10-09;0
CAD       ;2017-11-13;0
CAD       ;2017-12-25;0
CAD       ;2017-12-26;0
CAD       ;2018-01-01;0
CAD       ;2018-02-19;0
CAD       ;2018-03-30;0
CAD       ;2018-05-21;0
CAD       ;2018-07-02;0
CAD       ;2018-08-06;0
CAD       ;2018-09-03;0
CAD       ;2018-10-08;0
CAD       ;2018-11-12;0
CAD       ;2018-12-25;0
CAD       ;2018-12-26;0
CAD       ;2019-01-01;0
CAD       ;2019-02-18;0
CAD       ;2019-04-19;0
CAD       ;2019-05-20;0
CAD       ;2019-07-01;0
CAD       ;2019-08-05;0
CAD       ;2019-09-02;0
CAD       ;2019-10-14;0
CAD       ;2019-11-11;0
CAD       ;2019-12-25;0
CAD       ;2019-12-26;0
CAD       ;2020-01-01;0
CAD       ;2020-04-10;0
CAD       ;2020-05-18;0
CAD       ;2020-07-01;0
CAD       ;2020-09-07;0
CAD       ;2020-10-12;0
CAD       ;2020-11-11;0
CAD       ;2020-12-25;0
CAD       ;2020-12-28;0
CAD       ;2021-01-01;0
CAD       ;2021-04-02;0
CAD       ;2021-05-24;0
CAD       ;2021-07-01;0
CAD       ;2021-09-06;0
CAD       ;2021-10-11;0
CAD       ;2021-11-11;0
CAD       ;2021-12-27;0
CAD       ;2021-12-28;0
CAD       ;2022-01-03;0
CAD       ;2022-02-21;0
CAD       ;2022-04-15;0
CAD       ;2022-05-23;0
CAD       ;2022-07-01;0
CAD       ;2022-08-01;0
CAD       ;2022-09-05;0
CAD       ;2022-10-10;0
CAD       ;2022-11-11;0
CAD       ;2022-12-26;0
CAD       ;2022-12-27;0
CAD       ;2023-01-02;0
CAD       ;2023-02-20;0
CAD       ;2023-04-07;0
CAD       ;2023-05-22;0
CAD       ;2023-07-03;0
CAD       ;2023-08-07;0
CAD       ;2023-09-04;0
CAD       ;2023-10-09;0
CAD       ;2023-11-13;0
CAD       ;2023-12-25;0
CAD       ;2023-12-26;0
CAD       ;2024-01-01;0
CAD       ;2024-02-19;0
CAD       ;2024-03-29;0
CAD       ;2024-05-20;0
CAD       ;2024-07-01;0
CAD       ;2024-08-05;0
CAD       ;2024-09-02;0
CAD       ;2024-10-14;0
CAD       ;2024-11-11;0
CAD       ;2024-12-25;0
CAD       ;2024-12-26;0
CHF       ;2009-01-01;0
CHF       ;2009-01-02;0
CHF       ;2009-04-10;0
CHF       ;2009-04-13;0
CHF       ;2009-05-01;0
CHF       ;2009-05-21;0
CHF       ;2009-06-01;0
CHF       ;2009-12-25;0
CHF       ;2010-01-01;0
CHF       ;2010-04-02;0
CHF       ;2010-04-05;0
CHF       ;2010-05-13;0
CHF       ;2010-05-24;0
CHF       ;2011-01-02;0
CHF       ;2011-04-06;0
CHF       ;2011-04-09;0
CHF       ;2011-05-01;0
CHF       ;2011-05-17;0
CHF       ;2011-05-28;0
CHF       ;2011-08-01;0
CHF       ;2011-12-25;0
CHF       ;2011-12-26;0
CHF       ;2012-01-02;0
CHF       ;2012-04-06;0
CHF       ;2012-04-09;0
CHF       ;2012-05-01;0
CHF       ;2012-05-17;0
CHF       ;2012-05-28;0
CHF       ;2012-08-01;0
CHF       ;2012-12-25;0
CHF       ;2012-12-26;0
CHF       ;2013-01-01;0
CHF       ;2013-01-02;0
CHF       ;2013-03-29;0
CHF       ;2013-04-01;0
CHF       ;2013-05-01;0
CHF       ;2013-05-09;0
CHF       ;2013-05-20;0
CHF       ;2013-08-01;0
CHF       ;2013-12-25;0
CHF       ;2013-12-26;0
CHF       ;2014-01-01;0
CHF       ;2014-01-02;0
CHF       ;2014-04-18;0
CHF       ;2014-04-21;0
CHF       ;2014-05-01;0
CHF       ;2014-05-29;0
CHF       ;2014-06-09;0
CHF       ;2014-08-01;0
CHF       ;2014-12-25;0
CHF       ;2014-12-26;0
CHF       ;2015-01-01;0
CHF       ;2015-01-02;0
CHF       ;2015-04-03;0
CHF       ;2015-04-06;0
CHF       ;2015-05-01;0
CHF       ;2015-05-14;0
CHF       ;2015-05-25;0
CHF       ;2015-08-01;0
CHF       ;2015-08-15;0
CHF       ;2015-12-25;0
CHF       ;2015-12-26;0
CHF       ;2016-01-01;0
CHF       ;2016-01-02;0
CHF       ;2016-03-25;0
CHF       ;2016-03-28;0
CHF       ;2016-05-01;0
CHF       ;2016-05-05;0
CHF       ;2016-05-16;0
CHF       ;2016-08-01;0
CHF       ;2016-12-24;0
CHF       ;2016-12-25;0
CHF       ;2016-12-26;0
CHF       ;2016-12-31;0
CHF       ;2017-01-01;0
CHF       ;2017-01-02;0
CHF       ;2017-04-14;0
CHF       ;2017-04-17;0
CHF       ;2017-05-01;0
CHF       ;2017-05-25;0
CHF       ;2017-06-05;0
CHF       ;2017-08-01;0
CHF       ;2017-12-24;0
CHF       ;2017-12-25;0
CHF       ;2017-12-26;0
CHF       ;2017-12-31;0
CHF       ;2018-01-01;0
CHF       ;2018-01-02;0
CHF       ;2018-03-30;0
CHF       ;2018-04-02;0
CHF       ;2018-05-01;0
CHF       ;2018-05-10;0
CHF       ;2018-05-21;0
CHF       ;2018-08-01;0
CHF       ;2018-12-25;0
CHF       ;2018-12-26;0
CHF       ;2019-01-01;0
CHF       ;2019-01-02;0
CHF       ;2019-04-19;0
CHF       ;2019-04-22;0
CHF       ;2019-05-01;0
CHF       ;2019-05-30;0
CHF       ;2019-06-10;0
CHF       ;2019-08-01;0
CHF       ;2019-12-25;0
CHF       ;2019-12-26;0
CHF       ;2020-01-01;0
CHF       ;2020-01-02;0
CHF       ;2020-04-10;0
CHF       ;2020-04-13;0
CHF       ;2020-05-01;0
CHF       ;2020-05-21;0
CHF       ;2020-06-01;0
CHF       ;2020-12-25;0
CHF       ;2021-01-01;0
CHF       ;2021-04-02;0
CHF       ;2021-04-05;0
CHF       ;2021-05-13;0
CHF       ;2021-05-24;0
CHF       ;2022-01-01;0
CHF       ;2022-01-02;0
CHF       ;2022-04-15;0
CHF       ;2022-04-18;0
CHF       ;2022-05-01;0
CHF       ;2022-05-26;0
CHF       ;2022-06-06;0
CHF       ;2022-08-01;0
CHF       ;2022-12-25;0
CHF       ;2022-12-26;0
CHF       ;2023-01-01;0
CHF       ;2023-01-02;0
CHF       ;2023-04-07;0
CHF       ;2023-04-10;0
CHF       ;2023-05-01;0
CHF       ;2023-05-18;0
CHF       ;2023-05-29;0
CHF       ;2023-08-01;0
CHF       ;2023-12-25;0
CHF       ;2023-12-26;0
CHF       ;2024-01-01;0
CHF       ;2024-01-02;0
CHF       ;2024-03-29;0
CHF       ;2024-04-01;0
CHF       ;2024-05-01;0
CHF       ;2024-05-09;0
CHF       ;2024-05-20;0
CHF       ;2024-08-01;0
CHF       ;2024-12-25;0
CHF       ;2024-12-26;0
CNY       ;2009-01-01;0
CNY       ;2009-01-02;0
CNY       ;2009-01-03;0
CNY       ;2009-01-25;0
CNY       ;2009-01-26;0
CNY       ;2009-01-27;0
CNY       ;2009-01-28;0
CNY       ;2009-01-29;0
CNY       ;2009-01-30;0
CNY       ;2009-01-31;0
CNY       ;2009-04-04;0
CNY       ;2009-04-05;0
CNY       ;2009-04-06;0
CNY       ;2009-05-01;0
CNY       ;2009-05-02;0
CNY       ;2009-05-03;0
CNY       ;2009-05-28;0
CNY       ;2009-05-29;0
CNY       ;2009-05-30;0
CNY       ;2009-10-01;0
CNY       ;2009-10-02;0
CNY       ;2009-10-03;0
CNY       ;2009-10-04;0
CNY       ;2009-10-05;0
CNY       ;2009-10-06;0
CNY       ;2009-10-07;0
CNY       ;2009-10-08;0
CNY       ;2010-01-01;0
CNY       ;2010-01-02;0
CNY       ;2010-01-03;0
CNY       ;2010-02-13;0
CNY       ;2010-02-14;0
CNY       ;2010-02-15;0
CNY       ;2010-02-16;0
CNY       ;2010-02-17;0
CNY       ;2010-02-18;0
CNY       ;2010-02-19;0
CNY       ;2010-04-03;0
CNY       ;2010-04-04;0
CNY       ;2010-04-05;0
CNY       ;2010-05-01;0
CNY       ;2010-05-02;0
CNY       ;2010-05-03;0
CNY       ;2010-06-14;0
CNY       ;2010-06-15;0
CNY       ;2010-06-16;0
CNY       ;2010-09-22;0
CNY       ;2010-09-23;0
CNY       ;2010-09-24;0
CNY       ;2010-10-01;0
CNY       ;2010-10-02;0
CNY       ;2010-10-03;0
CNY       ;2010-10-04;0
CNY       ;2010-10-05;0
CNY       ;2010-10-06;0
CNY       ;2010-10-07;0
CNY       ;2011-01-01;0
CNY       ;2011-01-02;0
CNY       ;2011-01-03;0
CNY       ;2011-02-02;0
CNY       ;2011-02-03;0
CNY       ;2011-02-04;0
CNY       ;2011-02-05;0
CNY       ;2011-02-06;0
CNY       ;2011-02-07;0
CNY       ;2011-02-08;0
CNY       ;2011-04-03;0
CNY       ;2011-04-04;0
CNY       ;2011-04-05;0
CNY       ;2011-04-30;0
CNY       ;2011-05-01;0
CNY       ;2011-05-02;0
CNY       ;2011-06-04;0
CNY       ;2011-06-05;0
CNY       ;2011-06-06;0
CNY       ;2011-09-10;0
CNY       ;2011-09-11;0
CNY       ;2011-09-12;0
CNY       ;2011-10-01;0
CNY       ;2011-10-02;0
CNY       ;2011-10-03;0
CNY       ;2011-10-04;0
CNY       ;2011-10-05;0
CNY       ;2011-10-06;0
CNY       ;2011-10-07;0
CNY       ;2012-01-01;0
CNY       ;2012-01-02;0
CNY       ;2012-01-03;0
CNY       ;2012-01-22;0
CNY       ;2012-01-23;0
CNY       ;2012-01-24;0
CNY       ;2012-01-25;0
CNY       ;2012-01-26;0
CNY       ;2012-01-27;0
CNY       ;2012-01-28;0
CNY       ;2012-04-02;0
CNY       ;2012-04-03;0
CNY       ;2012-04-04;0
CNY       ;2012-04-29;0
CNY       ;2012-04-30;0
CNY       ;2012-05-01;0
CNY       ;2012-06-22;0
CNY       ;2012-06-23;0
CNY       ;2012-06-24;0
CNY       ;2012-09-30;0
CNY       ;2012-10-01;0
CNY       ;2012-10-02;0
CNY       ;2012-10-03;0
CNY       ;2012-10-04;0
CNY       ;2012-10-05;0
CNY       ;2012-10-06;0
CNY       ;2012-10-07;0
CNY       ;2013-01-01;0
CNY       ;2013-01-02;0
CNY       ;2013-01-03;0
CNY       ;2013-02-09;0
CNY       ;2013-02-10;0
CNY       ;2013-02-11;0
CNY       ;2013-02-12;0
CNY       ;2013-02-13;0
CNY       ;2013-02-14;0
CNY       ;2013-02-15;0
CNY       ;2013-04-04;0
CNY       ;2013-04-05;0
CNY       ;2013-04-06;0
CNY       ;2013-04-29;0
CNY       ;2013-04-30;0
CNY       ;2013-05-01;0
CNY       ;2013-06-10;0
CNY       ;2013-06-11;0
CNY       ;2013-06-12;0
CNY       ;2013-09-19;0
CNY       ;2013-09-20;0
CNY       ;2013-09-21;0
CNY       ;2013-10-01;0
CNY       ;2013-10-02;0
CNY       ;2013-10-03;0
CNY       ;2013-10-04;0
CNY       ;2013-10-05;0
CNY       ;2013-10-06;0
CNY       ;2013-10-07;0
CNY       ;2014-01-01;0
CNY       ;2014-01-31;0
CNY       ;2014-02-01;0
CNY       ;2014-02-02;0
CNY       ;2014-02-03;0
CNY       ;2014-02-04;0
CNY       ;2014-02-05;0
CNY       ;2014-02-06;0
CNY       ;2014-04-05;0
CNY       ;2014-04-06;0
CNY       ;2014-04-07;0
CNY       ;2014-05-01;0
CNY       ;2014-05-02;0
CNY       ;2014-05-03;0
CNY       ;2014-05-31;0
CNY       ;2014-06-01;0
CNY       ;2014-06-02;0
CNY       ;2014-09-06;0
CNY       ;2014-09-07;0
CNY       ;2014-09-08;0
CNY       ;2014-10-01;0
CNY       ;2014-10-02;0
CNY       ;2014-10-03;0
CNY       ;2014-10-04;0
CNY       ;2014-10-05;0
CNY       ;2014-10-06;0
CNY       ;2014-10-07;0
CNY       ;2015-01-01;0
CNY       ;2015-01-02;0
CNY       ;2015-01-03;0
CNY       ;2015-02-18;0
CNY       ;2015-02-19;0
CNY       ;2015-02-20;0
CNY       ;2015-02-21;0
CNY       ;2015-02-22;0
CNY       ;2015-02-23;0
CNY       ;2015-02-24;0
CNY       ;2015-04-05;0
CNY       ;2015-04-06;0
CNY       ;2015-05-01;0
CNY       ;2015-06-20;0
CNY       ;2015-06-22;0
CNY       ;2015-09-03;0
CNY       ;2015-09-04;0
CNY       ;2015-09-05;0
CNY       ;2015-09-27;0
CNY       ;2015-10-01;0
CNY       ;2015-10-02;0
CNY       ;2015-10-03;0
CNY       ;2015-10-04;0
CNY       ;2015-10-05;0
CNY       ;2015-10-06;0
CNY       ;2015-10-07;0
CNY       ;2016-01-01;0
CNY       ;2016-01-02;0
CNY       ;2016-01-03;0
CNY       ;2016-02-07;0
CNY       ;2016-02-08;0
CNY       ;2016-02-09;0
CNY       ;2016-02-10;0
CNY       ;2016-02-11;0
CNY       ;2016-02-12;0
CNY       ;2016-02-13;0
CNY       ;2016-04-02;0
CNY       ;2016-04-03;0
CNY       ;2016-04-04;0
CNY       ;2016-04-30;0
CNY       ;2016-05-01;0
CNY       ;2016-05-02;0
CNY       ;2016-06-09;0
CNY       ;2016-06-10;0
CNY       ;2016-06-11;0
CNY       ;2016-09-15;0
CNY       ;2016-09-16;0
CNY       ;2016-09-17;0
CNY       ;2016-10-01;0
CNY       ;2016-10-02;0
CNY       ;2016-10-03;0
CNY       ;2016-10-04;0
CNY       ;2016-10-05;0
CNY       ;2016-10-06;0
CNY       ;2016-10-07;0
CNY       ;2016-12-31;0
CNY       ;2017-01-01;0
CNY       ;2017-01-02;0
CNY       ;2017-01-27;0
CNY       ;2017-01-28;0
CNY       ;2017-01-29;0
CNY       ;2017-01-30;0
CNY       ;2017-01-31;0
CNY       ;2017-02-01;0
CNY       ;2017-02-02;0
CNY       ;2017-04-02;0
CNY       ;2017-04-03;0
CNY       ;2017-04-04;0
CNY       ;2017-05-01;0
CNY       ;2017-05-28;0
CNY       ;2017-05-29;0
CNY       ;2017-05-30;0
CNY       ;2017-10-01;0
CNY       ;2017-10-02;0
CNY       ;2017-10-03;0
CNY       ;2017-10-04;0
CNY       ;2017-10-05;0
CNY       ;2017-10-06;0
CNY       ;2017-10-07;0
CNY       ;2017-10-08;0
CNY       ;2018-01-01;0
CNY       ;2018-02-15;0
CNY       ;2018-02-16;0
CNY       ;2018-02-17;0
CNY       ;2018-02-18;0
CNY       ;2018-02-19;0
CNY       ;2018-02-20;0
CNY       ;2018-02-21;0
CNY       ;2018-04-05;0
CNY       ;2018-04-06;0
CNY       ;2018-04-07;0
CNY       ;2018-04-29;0
CNY       ;2018-04-30;0
CNY       ;2018-05-01;0
CNY       ;2018-06-18;0
CNY       ;2018-09-24;0
CNY       ;2018-10-01;0
CNY       ;2018-10-02;0
CNY       ;2018-10-03;0
CNY       ;2018-10-04;0
CNY       ;2018-10-05;0
CNY       ;2018-10-06;0
CNY       ;2018-10-07;0
CNY       ;2018-12-31;0
CNY       ;2019-01-01;0
CNY       ;2019-02-04;0
CNY       ;2019-02-05;0
CNY       ;2019-02-06;0
CNY       ;2019-02-07;0
CNY       ;2019-02-08;0
CNY       ;2019-02-09;0
CNY       ;2019-02-10;0
CNY       ;2019-04-05;0
CNY       ;2019-05-01;0
CNY       ;2019-05-02;0
CNY       ;2019-05-03;0
CNY       ;2019-06-07;0
CNY       ;2019-09-13;0
CNY       ;2019-10-01;0
CNY       ;2019-10-02;0
CNY       ;2019-10-03;0
CNY       ;2019-10-04;0
CNY       ;2019-10-05;0
CNY       ;2019-10-06;0
CNY       ;2019-10-07;0
CNY       ;2020-01-01;0
CNY       ;2020-01-24;0
CNY       ;2020-01-27;0
CNY       ;2020-01-28;0
CNY       ;2020-01-29;0
CNY       ;2020-01-30;0
CNY       ;2020-04-06;0
CNY       ;2020-05-01;0
CNY       ;2020-05-04;0
CNY       ;2020-05-05;0
CNY       ;2020-06-25;0
CNY       ;2020-06-26;0
CNY       ;2020-10-01;0
CNY       ;2020-10-02;0
CNY       ;2020-10-05;0
CNY       ;2020-10-06;0
CNY       ;2020-10-07;0
CNY       ;2020-10-08;0
CNY       ;2021-01-01;0
CNY       ;2021-02-11;0
CNY       ;2021-02-12;0
CNY       ;2021-02-15;0
CNY       ;2021-02-16;0
CNY       ;2021-02-17;0
CNY       ;2021-04-05;0
CNY       ;2021-05-03;0
CNY       ;2021-05-04;0
CNY       ;2021-05-05;0
CNY       ;2021-06-14;0
CNY       ;2021-09-20;0
CNY       ;2021-09-21;0
CNY       ;2021-10-01;0
CNY       ;2021-10-04;0
CNY       ;2021-10-05;0
CNY       ;2021-10-06;0
CNY       ;2021-10-07;0
CNY       ;2022-01-03;0
CNY       ;2022-02-01;0
CNY       ;2022-02-02;0
CNY       ;2022-02-03;0
CNY       ;2022-02-04;0
CNY       ;2022-02-05;0
CNY       ;2022-02-06;0
CNY       ;2022-04-04;0
CNY       ;2022-04-05;0
CNY       ;2022-05-01;0
CNY       ;2022-06-03;0
CNY       ;2022-09-11;0
CNY       ;2022-10-01;0
CNY       ;2022-10-02;0
CNY       ;2022-10-03;0
CNY       ;2022-10-04;0
CNY       ;2022-10-05;0
CNY       ;2023-01-02;0
CNY       ;2023-01-22;0
CNY       ;2023-01-23;0
CNY       ;2023-01-24;0
CNY       ;2023-01-25;0
CNY       ;2023-01-26;0
CNY       ;2023-01-27;0
CNY       ;2023-04-05;0
CNY       ;2023-05-01;0
CNY       ;2023-05-02;0
CNY       ;2023-05-03;0
CNY       ;2023-06-22;0
CNY       ;2023-09-29;0
CNY       ;2023-10-01;0
CNY       ;2023-10-02;0
CNY       ;2023-10-03;0
CNY       ;2023-10-04;0
CNY       ;2023-10-05;0
CNY       ;2024-01-01;0
CNY       ;2024-02-12;0
CNY       ;2024-02-13;0
CNY       ;2024-02-14;0
CNY       ;2024-02-15;0
CNY       ;2024-04-04;0
CNY       ;2024-05-01;0
CNY       ;2024-06-10;0
CNY       ;2024-09-17;0
CNY       ;2024-10-01;0
CNY       ;2024-10-02;0
CNY       ;2024-10-03;0
CNY       ;2024-10-04;0
CNY       ;2024-10-07;0
CNF       ;2009-01-01;0
CNF       ;2009-01-02;0
CNF       ;2009-01-03;0
CNF       ;2009-01-25;0
CNF       ;2009-01-26;0
CNF       ;2009-01-27;0
CNF       ;2009-01-28;0
CNF       ;2009-01-29;0
CNF       ;2009-01-30;0
CNF       ;2009-01-31;0
CNF       ;2009-04-04;0
CNF       ;2009-04-05;0
CNF       ;2009-04-06;0
CNF       ;2009-05-01;0
CNF       ;2009-05-02;0
CNF       ;2009-05-03;0
CNF       ;2009-05-28;0
CNF       ;2009-05-29;0
CNF       ;2009-05-30;0
CNF       ;2009-10-01;0
CNF       ;2009-10-02;0
CNF       ;2009-10-03;0
CNF       ;2009-10-04;0
CNF       ;2009-10-05;0
CNF       ;2009-10-06;0
CNF       ;2009-10-07;0
CNF       ;2009-10-08;0
CNF       ;2010-01-01;0
CNF       ;2010-01-02;0
CNF       ;2010-01-03;0
CNF       ;2010-02-13;0
CNF       ;2010-02-14;0
CNF       ;2010-02-15;0
CNF       ;2010-02-16;0
CNF       ;2010-02-17;0
CNF       ;2010-02-18;0
CNF       ;2010-02-19;0
CNF       ;2010-04-03;0
CNF       ;2010-04-04;0
CNF       ;2010-04-05;0
CNF       ;2010-05-01;0
CNF       ;2010-05-02;0
CNF       ;2010-05-03;0
CNF       ;2010-06-14;0
CNF       ;2010-06-15;0
CNF       ;2010-06-16;0
CNF       ;2010-09-22;0
CNF       ;2010-09-23;0
CNF       ;2010-09-24;0
CNF       ;2010-10-01;0
CNF       ;2010-10-02;0
CNF       ;2010-10-03;0
CNF       ;2010-10-04;0
CNF       ;2010-10-05;0
CNF       ;2010-10-06;0
CNF       ;2010-10-07;0
